-0.33,-0.33,-0.34,1,0,0,0,0,0,0,0,0
-0.33,-0.33,-0.34,0,1,0,0,0,0,0,0,0
-0.33,-0.33,-0.34,0,0,1,0,0,0,0,0,0
-0.33,-0.33,-0.34,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,-0.2,-0.2,-0.2,-0.2,-0.2
0,1,0,0,0,0,0,-0.2,-0.2,-0.2,-0.2,-0.2
0,0,1,0,0,0,0,-0.2,-0.2,-0.2,-0.2,-0.2
0,0,0,1,0,0,0,-0.2,-0.2,-0.2,-0.2,-0.2
0,0,0,0,1,0,0,-0.2,-0.2,-0.2,-0.2,-0.2
0,0,0,0,0,1,0,-0.2,-0.2,-0.2,-0.2,-0.2
0,0,0,0,0,0,1,-0.2,-0.2,-0.2,-0.2,-0.2
